"Edição 71","Arte e cultura","Exposição Retornare reúne alunos formados pela Unesp","","Arte e cultura","http://www.unespciencia.com.br/2016/02/exposicao-retornare-reune-alunos-formados-pela-unesp/"
"Edição 71","Dossiê Afrodescendentes","Justiça, reconhecimento e desenvolvimento","","Dossiê Afrodescendentes","http://www.unespciencia.com.br/2016/02/artigos-discutem-decada-internacional/"
"Edição 71","Dossiê Afrodescendentes","A volta dos mutirões das roças tradicionais na Comunidade de Pedro Cubas, Vale do Ribeira","","Dossiê Afrodescendentes","http://www.unespciencia.com.br/2016/02/artigos-discutem-decada-internacional/"
"Edição 71","Dossiê Paris","O Estado Islâmico e o Terrorismo Internacional","","Dossiê Paris","http://www.unespciencia.com.br/2016/02/atentados-de-paris/"
"Edição 71","Dossiê Paris","A “nova” guerra ao terror","","Dossiê Paris","http://www.unespciencia.com.br/2016/02/atentados-de-paris/"
"Edição 71","Serviço social","Inserção da mulher no sistema de seguridade brasileiro","","Serviço social","http://www.unespciencia.com.br/2016/02/insercao-da-mulher-no-sistema-de-seguridade-brasileiro/"
"Edição 71","Resenhas","O narcisismo epistêmico elevado ao quadrado","","Resenhas","http://www.unespciencia.com.br/2016/02/o-narcisismo-epistemico-elevado-ao-quadrado/"
"Edição 71","Resenhas","Belíssimo e rigoroso livro","","Resenhas","http://www.unespciencia.com.br/2016/02/belissimo-e-rigoroso-livro/"
"Edição 71","Leitura","Emília Viotti investiga o passado para imaginar o futuro","","Leitura","http://www.unespciencia.com.br/2016/02/emilia-viotti-investiga-o-passado-para-imaginar-o-futuro/"
"Edição 71","Foto do mês","Por Luiz Rocatelli/Arquivo Cedem","","Foto do mês","http://www.unespciencia.com.br/2016/02/foto-do-mes-3/"
"Edição 71","Opinião","Em prol da consolidação da Universidade Pública","","Opinião","http://www.unespciencia.com.br/2016/02/em-prol-da-consolidacao-da-universidade-publica/"
"Edição 70","Editorial","Aprendizado profissional e humano","","Editorial","http://www.unespciencia.com.br/2015/12/aprendizado-profissional-e-humano/"
"Edição 70","Educação","Professores, alicerces para uma “pátria educadora”– Por Vanderlan da S. Bolzani","","Educação","http://www.unespciencia.com.br/2015/12/3070/"
"Edição 70","Pesquisa","Pesquisa enfoca imprensa e música no Brasil","","Pesquisa","http://www.unespciencia.com.br/2015/12/pesquisa-enfoca-imprensa-e-musica-no-brasil/"
"Edição 70","Economia","Guerra cambial? Dos Estados Unidos à China","","Economia","http://www.unespciencia.com.br/2015/12/guerra-cambial-dos-estados-unidos-a-china/"
"Edição 70","Saúde","Família Williams","","Saúde","http://www.unespciencia.com.br/2015/12/familia-williams/"
"Edição 70","Agronomia","A controvérsia na e composição da mata ciliar","","Agronomia","http://www.unespciencia.com.br/2015/12/a-controversia-na-recomposicao-da-mata-ciliar/"
"Edição 70","Agricultura","Paracelsus e os venenos","","Agricultura","http://www.unespciencia.com.br/2015/12/paracelsus-e-os-venenos/"
"Edição 70","Televisão","Programa infantil da TV Unesp inova com interatividade","","Televisão","http://www.unespciencia.com.br/2015/12/programa-infantil-da-tv-unesp-inova-com-interatividade/"
"Edição 70","Dossiê Afrodescendentes","Musicalidades da Cultura Negra: perpetuação de identidade coletiva","","Dossiê Afrodescendentes","http://www.unespciencia.com.br/2015/12/campos-simbolicos-e-politicas-publicas-em-discussao/"
"Edição 70","Dossiê Afrodescendentes","Políticas públicas para o setor do livro, leitura, literatura e bibliotecas","","Dossiê Afrodescendentes","http://www.unespciencia.com.br/2015/12/campos-simbolicos-e-politicas-publicas-em-discussao/"
"Edição 70","Leitura","Enciclopédia Iluminista de Diderot e d’Alembert","","Leitura","http://www.unespciencia.com.br/2015/12/enciclopedia-iluminista-de-diderot-e-dalembert/"
"Edição 70","Design","Mundo possível contemporâneo","","Design","http://www.unespciencia.com.br/2015/12/mundo-possivel-contemporaneo/"
"Edição 70","Dossiê Nobel","Um Nobel surpresa?","","Dossiê Nobel","http://www.unespciencia.com.br/2015/12/um-nobel-surpresa/"
"Edição 70","Dossiê Nobel","Nobel de Medicina de 2015","","Dossiê Nobel","http://www.unespciencia.com.br/2015/12/3175/"
"Edição 70","Arte e cultura","Exposição Na Boca do Sol","","Arte e cultura","http://www.unespciencia.com.br/2015/12/exposicao-na-boca-do-sol/"
"Edição 70","Geografia","Programa Nacional de Fortalecimento da Agricultura Familiar","","Geografia","http://www.unespciencia.com.br/2015/12/pronaf/"
"Edição 70","Foto do mês","Homenagem: Martha Herr","","Foto do mês","http://www.unespciencia.com.br/2015/12/homenagem/"
"Edição 70","Opinião","Sobre sucuris na mídia","","Opinião","http://www.unespciencia.com.br/2015/12/sobre-sucuris-na-midia/"
"Edição 69","Editorial","Educação para superar a violência","","Editorial","http://www.unespciencia.com.br/2015/11/educacao-para-superar-a-violencia/"
"Edição 69","Homenagem","Oliver Sacks, o explorador","","Homenagem","http://www.unespciencia.com.br/2015/11/oliver-sacks-o-explorador/"
"Edição 69","Memória","20 anos sem Florestan Fernandes","","Memória","http://www.unespciencia.com.br/2015/11/20-anos-sem-florestan-fernandes/"
"Edição 69","Universidade","Ciência de qualidade","","Universidade","http://www.unespciencia.com.br/2015/11/ciencia-de-qualidade/"
"Edição 69","Dossiê afrodescendentes","O medo da igualdade racial e o usufruto coletivo da justiça","","Dossiê afrodescendentes","http://www.unespciencia.com.br/2015/11/questao-racial-brasileira-em-foco/"
"Edição 69","Dossiê afrodescendentes","Rap: a diáspora negra do asfalto","","Dossiê afrodescendentes","http://www.unespciencia.com.br/2015/11/questao-racial-brasileira-em-foco/"
"Edição 69","Comportamento","Um estigma entre nós","","Comportamento","http://www.unespciencia.com.br/2015/11/um-estigma-entre-nos/"
