"2016-08-26","Tecnologia","Jornal da USP substitui aplicativo de notícias","O Jornal da USP acaba de ganhar um aplicativo para celular. Agora, os leitores poderão ler os textos publicados pelo jornal com um simples toque no seu aparelho de telefone celular, no sistema Android e no sistema iOS. A inovação se deve a uma parceria entre a Superintendência de Comunicação Social (SCS) – que publica…","USP Online Destaque","http://www5.usp.br/108944/jornal-da-usp-substitui-aplicativo-de-noticias/"
"2016-04-28","Saúde","HC busca idosos para pesquisa sobre debilidades comuns ao envelhecimento","Selecionados vão fazer exercícios, passar por avaliações nutricional, física, cardiorrespiratória, e realizar exames laboratoriais e suplementação nutricional","Educação física, EEFE, Envelhecimento, Estudo, FMUSP, Idosos, Lacre, Proteínas, Voluntários","http://www5.usp.br/108315/hc-busca-idosos-para-pesquisa-sobre-debilidades-comuns-ao-envelhecimento/"
"2016-04-28","Pesquisa","Centro de Estudos da Metrópole oferece bolsas de pós-doutorado","A oportunidade está aberta a candidatos brasileiros e estrangeiros. É recomendável que o candidato possua doutorado em Ciências Sociais ou áreas afins","Bolsa-auxílio, CEM, Centro de Estudos da Metrópole, Centro de Pesquisa Inovação e Difusão, CEPID, Ciências Sociais, Comunidade USP, Fapesp, Imprensa, Pós-doutorado","http://www5.usp.br/108314/centro-de-estudos-da-metropole-oferece-bolsas-de-pos-doutorado/"
"2016-04-28","Pesquisa","Células de gordura podem inibir a formação óssea","Substância em gordura inibe potencial de células-tronco para se diferenciarem em células ósseas.","Biomateriais para Implante em Tecido Ósseo, Células-tronco, Engenharia de tecidos, Faculdade de Odontologia de Ribeirão Preto, FORP, Gordura, terapia celular","http://www5.usp.br/108294/celulas-de-gordura-podem-inibir-a-formacao-ossea/"
"2016-04-27","Saúde","Protocolo de controle do Aedes aegypti é a resposta contra zika, defende pesquisadora","Encontro USP Talks trouxe pesquisas em desenvolvimento sobre a doença e formas de combater o transmissor do vírus","USP Online Destaque, Aedes aegypti, ICB, Instituto de Ciências Biomédicas, Margareth Capurro, Microcefalia, Paolo Zanotto, Rede Zika, USP Talks, Zika, Zika Vírus","http://www5.usp.br/108258/protocolo-de-controle-do-aedes-aegypti-e-a-resposta-contra-zika-defende-pesquisadora/"
"2016-04-27","Notícias","Liberdade de expressão: o debate que não se esgota","O Observatório de Comunicação, Liberdade de Expressão e Censura, da ECA, atualiza o debate sobre a censura no Brasil de hoje.","Sociedade, USP Online Destaque, Censura, direito à comunicação, ECA, Jornalismo, Liberdade de expressão, Obcom, Vitor Blotta","http://www5.usp.br/108205/liberdade-de-expressao-o-debate-que-nao-se-esgota/"
"2016-04-27","Ciências","Novo material amplia controle de máquina em radioterapia","Material registra com precisão a quantidade de radiação emitida por máquinas de radioterapia.","cério, Controle, Depto de Física, FFCLRP, Lítio, óxido de magnésio, Radiação, Radioterapia, Samário, Scientific Reports","http://www5.usp.br/108211/novo-material-amplia-controle-de-maquina-em-radioterapia/"
"2016-04-27","Saúde","Corte de frios pode levar a contaminação por bactéria","Bactéria Listeria monocytogenes é transferida para fatias de frios quando cortadas por um aparelho contaminado.","Alimentação, contaminação cruzada, FoRC, frios, Listeria monocytogenes","http://www5.usp.br/108208/corte-de-frios-pode-levar-a-contaminacao-por-bacteria/"
"2016-04-26","Sociedade","Grandes cidades atraem profissionais mais qualificados","Trabalho desenvolvido na FEA busca entender como grandes centros influenciam os processos migratórios e as desigualdades regionais","desigualdades regionais, Economia, FEA, Migração, NEREUS, Núcleo de Economia Regional e Urbana, trabalho qualificado","http://www5.usp.br/108189/grandes-cidades-atraem-profissionais-mais-qualificados/"
"2016-04-26","Saúde","Pesquisa acha variedade surpreendente de bactérias em objetos no Hospital das Clínicas","Equipe do Instituto de Medicina Tropical de São Paulo da USP identificou mais de 2 mil gêneros de bactérias em superfícies de contato do HC.","Bactérias, HC, Higiene, Hospital, IMT, Instituto de Medicina Tropical de São Paulo, Microbiologia, Sabri Sanabani","http://www5.usp.br/107973/estudo-sobre-bacterias-alerta-para-melhor-controle-da-higiene-hospitalar-2/"
"2016-04-26","Meio ambiente","Estudo identifica carrapatos em animais silvestres de zoológico","Os carrapatos foram encontrados em animais silvestres do zoológico de Sorocaba e de outros 20 municípios do interior de São Paulo.","Agentes Infecciosos, Animais silvestres, Carrapatos, Fauna, FMVZ, Zoológico","http://www5.usp.br/107925/estudo-identifica-carrapatos-identificados-em-animais-silvestres/"
