"2016-05-17","Ciências","Concurso mundial revela talentos e ideias inovadoras em todas as áreas; etapa brasileira será na USP","O concurso selecionará duas ideias inovadoras para a final da Global Falling Walls Lab, na Alemanha","ConcursoEmpreendedorismoFalling WallsIFinovação","http://jornal.usp.br/ciencias/concurso-mundial-revela-talentos-e-ideias-inovadoras-em-todas-as-areas-etapa-brasileira-sera-na-usp/"
"2016-05-17","Ciências","USP em São Carlos será uma das sedes da Olimpíada Brasileira de Informática","As inscrições estão abertas e as provas no Instituto de Ciências Matemáticas e de Computação serão nos dias 20 de maio e 3 de junho","TecnologiaUniversidadeICMCOlimpíada Brasileira de InformáticaUSP em São Carlos","http://jornal.usp.br/ciencias/usp-em-sao-carlos-sera-uma-das-sedes-da-olimpiada-brasileira-de-informatica/"
"2016-05-16","Ciências","Método computacional rastreia artigos e mapeia áreas da literatura científica","Sistema rastreia os artigos mais relevantes de cada área e também mapeia a organização dessas áreas, com suas comunidades e conexões","TecnologiacomputaçãoIFSCinterdisciplinaridadeSão Carlos","http://jornal.usp.br/ciencias/metodo-computacional-realiza-levantamentos-na-literatura-cientifica/"
"2016-05-16","Ciências da Saúde","Equipamento monitora em tempo real a ação de quimioterápicos em células","Microscópio com FTIR acoplado oferece tecnologia inovadora no campo da Bioquímica Inorgânica ao monitorar complexos de rutênio","complexo de rutênioFCFRPmicroscópio FTIRquimioterápicoterapia fotodinâmica","http://jornal.usp.br/ciencias/ciencias-da-saude/equipamento-monitora-em-tempo-real-a-acao-de-quimioterapicos-em-celulas/"
"2016-05-13","Tecnologia","Sonda experimental do Grupo Zenith levou micro-organismos à estratosfera","A proposta do grupo é desenvolver e difundir tecnologias aplicadas ao setor aeroespacial para estimular e ampliar visibilidade dessa área no Brasil.","EESCEscola de Engenharia de São CarlosGrupo ZenithMissão GaratéaSão CarlosSonda espacial","http://jornal.usp.br/ciencias/tecnologia/grupo-zenith-de-sao-carlos-lanca-sua-primeira-sonda-experimental-a-estratosfera/"
"2016-05-13","Ciências da Saúde","Cientistas diferenciam LDL com maior potencial para dano à saúde","A LDL, também conhecida como “colesterol ruim”, pode não ser tão prejudicial ao organismo, dependendo de sua estrutura e nível de oxidação","colesterolHDLIFLDLUnifesp","http://jornal.usp.br/ciencias/ciencias-da-saude/cientistas-diferenciam-ldl-com-maior-potencial-para-dano-a-saude/"
"2016-05-13","Ciências","Professor do Instituto de Física de São Carlos traça panorama da produção científica brasileira","Texto defende que embora tenha crescido o número de citações em publicações nacionais e estrangeiras, as pesquisas brasileiras precisam ter maior relevância","","http://jornal.usp.br/ciencias/professor-do-instituto-de-fisica-de-sao-carlos-traca-panorama-da-producao-cientifica-brasileira/"
"2016-05-13","Atualidades","Corrida pela saúde, promovida pelo Icesp, busca conscientizar a população","O evento contará com três circuitos diferentes. Quem estiver fora de forma poderá participar da caminhada. Crianças de 4 a 13 anos terão provas especiais","CiênciasRádio USPCâncerCorridaICESPSaúde","http://jornal.usp.br/ciencias/corrida-pela-saude-promovida-pelo-icesp-busca-conscientizar-a-populacao/"
"2016-05-12","Ciências","Matemático da USP vence concurso de Comunicação Científica","Ele explicou, em apenas três minutos, uma das propriedades mais intrigantes dos conjuntos infinitos e venceu a final da 1ª edição do FameLab no Brasil","Divulgação científicaFamelabICMCJackson ItikawaMatemáticaPoli","http://jornal.usp.br/ciencias/matematico-da-usp-vence-concurso-de-comunicacao-cientifica/"
"2016-05-13","Ciências da Saúde","Computação a serviço da medicina: desafio de construir um sistema de saúde mais eficiente une pesquisadores","Desenvolver software para diagnóstico médico e usar métodos computacionais para armazenar e analisar grandes volumes de dados da área da saúde são algumas das contribuições que a computação já traz à medicina","TecnologiaBig datacomputaçãoICMCIFSCMedicinaSaúde","http://jornal.usp.br/ciencias/ciencias-da-saude/computacao-a-servico-da-medicina-desafio-de-construir-um-sistema-de-saude-mais-eficiente-une-pesquisadores/"
"2016-05-12","Ciências da Saúde","Plataforma une reabilitação e games para inclusão de crianças","Desenvolvido por um grupo da USP, o Bridge é uma plataforma de games online para apoiar atividades de fisioterapia","TecnologiaUniversidadeEACHfisioterapiagamesImagine Cup 2016Plataforma Bridge","http://jornal.usp.br/universidade/plataforma-une-reabilitacao-e-games-para-inclusao-de-criancas/"
"2016-05-11","Ciências Ambientais","CNPq premia o cientista Paulo Artaxo, do Instituto de Física da USP","Físico foi agraciado com o Prêmio Almirante Álvaro Alberto de 2016, que teve como área Ciências Exatas, da Terra e Engenharias","Ciências Exatas e da TerraIFPaulo Artaxopremiação","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/cnpq-premia-o-cientista-paulo-artaxo-do-instituto-de-fisica-if/"
"2016-05-11","Ciências da Saúde","Mapas associam ocorrência de diarreia com vulnerabilidade social","Pesquisa pode ajudar o poder público a conhecer melhor a cidade e a direcionar os recursos de modo mais pontual","Ciências HumanasAdelaide Cassia NardocciCentro de Estudos e Pesquisas sobre DesastresCepedDiarreiaDoris Jimena Roncancio BenitezFSPmudanças climáticas","http://jornal.usp.br/ciencias/ciencias-humanas/mapas-associam-ocorrencia-de-diarreia-com-vulnerabilidade-social/"
"2016-05-11","Ciências Biológicas","Camundongos e “minicérebros” humanos comprovam zika vírus como causa de microcefalia","Em testes feitos nos animais, os resultados se assemelharam aos dos bebês humanos","Ciências da SaúdeCamundongosICBMalformação CongênitaMicrocefaliaModelo ExperimentalRede Zika VirusZika Vírus","http://jornal.usp.br/ciencias/ciencias-biologicas/camundongos-e-minicerebros-humanos-comprovam-zika-como-causa-de-microcefalia/"
"2016-05-11","Ciências","Um brinde à ciência: festival vai tirar os cientistas das universidades","Pint of Science vai mobilizar sete cidades brasileiras e acontecerá simultaneamente em mais 11 países","CiênciaDivulgação científicaPesquisadoresPint of Science","http://jornal.usp.br/ciencias/um-brinde-a-ciencia-festival-vai-tirar-os-cientistas-das-universidades/"
"2016-05-11","Atualidades","“Serpentes do Cerrado: Guia Ilustrado”","A obra produzida por cientistas paulistas traz 185 fotografias de um total de 135 serpentes","Ciências BiológicasRádio USPguiaInstituto Butantanserpentes","http://jornal.usp.br/atualidades/serpentes-do-cerradoum-guia-ilustrado/"
"2016-05-11","Atualidades","Ebook gratuito descreve políticas para o esporte de alto rendimento no Brasil","Livro é resultado de trabalho apresentado no segundo ""Simpósio Internacional Sobre Políticas para o Esporte de Alto Rendimento"", realizado na Escola de Educação Física e Esporte (EEFE)","Ciências BiológicasCiências HumanasAlto rendimentoEEFEEsporteJogos OlímpicosOlimpíadas","http://jornal.usp.br/atualidades/ebook-gratuito-descreve-politicas-para-o-esporte-de-alto-rendimento-no-brasil/"
"2016-05-10","Ciências","Concurso internacional premia cientistas com habilidade de se comunicar com o público","Os participantes foram desafiados a produzir um vídeo de curta duração para explicar conceitos científicos ao público leigo","Comunicação científicaEsalqFamelabFCFIBICBICMCIFMayana ZatzProcam","http://jornal.usp.br/ciencias/pesquisadores-da-usp-sao-finalistas-na-competicao-internacional-de-comunicacao-cientifica/"
"2016-05-10","Atualidades","Jovens negras da periferia mostram suas expectativas sobre o futuro","Jovens negras do Capão Redondo, em São Paulo, descrevem o que é para elas o “futuro”","Ciências HumanasCapão RedondoCarlos Eduardo MendesIPperiferiaPsicologiaracismo","http://jornal.usp.br/atualidades/jovens-negras-da-periferia-mostram-suas-expectativas-sobre-o-futuro/"
"2016-05-10","Atualidades","Mobilidade urbana e saúde são tema do seminário “Caminhos da Cidade”","Evento é promovido pelos Departamentos de Epidemiologia e de Saúde Ambiental da Faculdade de Saúde Pública","CiênciasCiências AmbientaisCiências da SaúdeRádio USPmobilidadeSaúde Públicasemináriourbana","http://jornal.usp.br/ciencias/mobilidade-urbana-e-saude-e-tema-do-primeiro-seminario-caminhos-da-cidade/"
"2016-05-09","Ciências Ambientais","Bacia sedimentar do Paraná tem potencial para exploração de gás natural não-convencional","Gás seria aproveitado na geração de energia em usinas termelétricas da região, como a de Uruguaiana (Rio Grande do Sul), com maior eficiência energética e menor emissão de poluentes","Ciências Exatas e da Terragas natural não-convencionalIEESão Paulotermelétricas","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/bacia-sedimentar-do-parana-tem-potencial-para-exploracao-de-gas-natural-nao-convencional/"
"2016-05-09","Ciências da Saúde","Violência contra mulher ainda se origina na desigualdade de gênero","Pesquisa da Escola de Enfermagem de Ribeirão Preto (EERP) da USP reforça desigualdade de gênero como fator nos relacionamentos abusivos","Ciências HumanasEERPgravidezpartoquestões de gêneroviolência contra a mulher","http://jornal.usp.br/ciencias/ciencias-humanas/violencia-contra-mulher-ainda-se-origina-na-desigualdade-de-genero/"
"2016-05-09","Ciências Ambientais","Impressão 3D é opção para minimizar resíduo de gesso na indústria cerâmica","Impressora produz peças cerâmicas sem necessidade de moldes de gesso para dar forma aos objetos","TecnologiacerâmicaIEEimpressão 3dSão Paulo","http://jornal.usp.br/ciencias/ciencias-ambientais/impressao-3d-e-opcao-para-minimizar-residuo-de-gesso-na-industria-ceramica/"
"2016-05-06","Ciências Exatas e da Terra","“Minieclipse”: público poderá ver passagem de Mercúrio com orientação de astrônomos","Monitores do IAG vão orientar os interessados em acompanhar a passagem do planeta pelo Sol, que também poderá ser vista em vídeo e em projeções solares","IAGSão Paulosistema solarTrânsito de Mercúrio","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/mini-eclipse-publico-podera-ver-passagem-de-mercurio-com-orientacao-de-astronomos/"
"2016-05-06","Ciências Ambientais","Revista GEOUSP lança nova edição com especial sobre crise hídrica","Publicação tem como objetivo a divulgação de pesquisas e conhecimentos inéditos na área de geografia","Ciências Exatas e da TerraCiências HumanasDepartamento de GeografiaFaculdade de Filosofia Letras e Ciências HumanasFFLCHGeografia","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/revista-geousp-lanca-nova-edicao/"
"2016-05-06","Ciências Exatas e da Terra","A matemática em nosso dia a dia: mais constante do que imaginamos","Previsão do tempo, ressonância magnética e até cinema e jogos eletrônicos são alguns exemplos de como a matemática está presente em nossas vidas","6 de maioDia Nacional da MatemáticaEdna Maura ZuffiFórmula de BhaskaraICMCJúlio César de Melo SouzaMalba TahanMatemáticaTeorema de Pitágoras","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/a-matematica-em-nosso-dia-a-dia-mais-constante-do-que-imaginamos/"
"2016-05-06","Ciências Biológicas","Rincossauro “torto” é descrito após 40 anos","A nova espécie pertence à linhagem ancestral dos crocodilos e das aves","Ciências Exatas e da TerraAvesCrocodilosDinossauroFFCLRPPaleontologiaRéptilRincossauroUFRGSUnesp","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/rincossauro-torto-e-descrito-apos-40-anos/"
"2016-05-06","Ciências Agrárias","Novo número da Série Produtor Rural aborda a planta medicinal pata de vaca","A série destaca os aspectos botânicos e ocorrência da pata de vaca, e também o cultivo e extrativismo, que visa obter o produto da natureza para uso comercial.","Ciências BiológicasAgriculturaEsalqPata de vacapatas-de-vacaplantas medicinaisSérie Produtor Rural","http://jornal.usp.br/ciencias/ciencias-agrarias/novo-numero-da-serie-produtor-rural-aborda-a-planta-medicinal-pata-de-vaca/"
"2016-05-06","Ciências","Concurso escolhe cientista que vai representar o Brasil em evento de comunicação científica","Escolhido terá até três minutos para explicar um tema científico para o público leigo","UniversidadeBritish CouncilComunicação científicaFamelabIBMayana ZatzSão Paulo","http://jornal.usp.br/ciencias/concurso-escolhe-cientista-que-vai-representar-o-brasil-em-evento-de-comunicacao-cientifica/"
"2016-05-05","Ciências da Saúde","Pesquisa mostra como a matemática pode ajudar no controle de epidemias","Segundo estudo, isolar pacientes com gripe H1N1 poderia acabar com a doença","Ciências Exatas e da TerraCeMEAIH1N1MatemáticaSão Carlos","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/pesquisa-mostra-como-a-matematica-pode-ajudar-no-controle-de-epidemias/"
"2016-05-05","Ciências","Cientistas avaliam risco de doenças crônicas na população de Ribeirão Preto","Pesquisadores buscam nascidos entre 1978/ 1979 e em 1994 para participar de avaliação de risco para doenças crônicas","Ciências da SaúdeFMRPRibeirão PretoSão Luís","http://jornal.usp.br/ciencias/cientistas-avaliam-risco-de-doencas-cronicas-na-populacao-de-ribeirao-preto/"
"2016-05-05","Ciências","Botânicos da USP atualizam catálogo da flora da Serra do Cipó","A lista nova inclui mais de três mil espécies diferentes de plantas","Ciências AmbientaisCatalogaçãoFloraInstituto de BiociênciasListagemSerra do Cipó","http://jornal.usp.br/ciencias/botanicos-da-usp-atualizam-catalogo-da-flora-da-serra-do-cipo/"
"2016-05-05","Ciências Biológicas","Revista Medicina-Ribeirão Preto publica nova edição","Neste número, articulistas tratam sobre a prevalência de dor e adequação da terapêutica analgésica em pacientes internados.","Ciências da SaúdeFMRPPublicaçãoRevistaRevista Faculdade de Medicina Ribeirão Preto","http://jornal.usp.br/ciencias/ciencias-biologicas/revista-medicina-ribeirao-preto-publica-nova-edicao/"
"2016-05-04","Atualidades","Dieta cetogênica é usada no tratamento da epilepsia","Dieta utilizada para emagrecer pode ser benéfica para quem sofre com a epilepsia","Ciências da SaúdeRádio USPepilepsiafaculdade de saúde pública da USPNágila Damasceno","http://jornal.usp.br/atualidades/dieta-cetogenica-e-usada-no-tratamento-da-epilepsia/"
