"2016-08-26","Jornal da USP substitui aplicativo de notícias: O Jornal da USP acaba de ganhar um aplicativo para celular. Agora, os leitores poderão ler os textos publicados pelo jornal com um simples toque no seu aparelho de telefone celular, no sistema Android e no sistema iOS. A inovação se deve a uma parceria entre a Superintendência de Comunicação Social (SCS) – que publica…","USP Online","http://www5.usp.br/108944/jornal-da-usp-substitui-aplicativo-de-noticias/","Tecnologia, USP Online Destaque"
"2016-04-28","HC busca idosos para pesquisa sobre debilidades comuns ao envelhecimento: Selecionados vão fazer exercícios, passar por avaliações nutricional, física, cardiorrespiratória, e realizar exames laboratoriais e suplementação nutricional","USP Online","http://www5.usp.br/108315/hc-busca-idosos-para-pesquisa-sobre-debilidades-comuns-ao-envelhecimento/","Saúde, Educação física, EEFE, Envelhecimento, Estudo, FMUSP, Idosos, Lacre, Proteínas, Voluntários"
"2016-04-28","Centro de Estudos da Metrópole oferece bolsas de pós-doutorado: A oportunidade está aberta a candidatos brasileiros e estrangeiros. É recomendável que o candidato possua doutorado em Ciências Sociais ou áreas afins","USP Online","http://www5.usp.br/108314/centro-de-estudos-da-metropole-oferece-bolsas-de-pos-doutorado/","Pesquisa, Bolsa-auxílio, CEM, Centro de Estudos da Metrópole, Centro de Pesquisa Inovação e Difusão, CEPID, Ciências Sociais, Comunidade USP, Fapesp, Imprensa, Pós-doutorado"
"2016-04-28","Células de gordura podem inibir a formação óssea: Substância em gordura inibe potencial de células-tronco para se diferenciarem em células ósseas.","USP Online","http://www5.usp.br/108294/celulas-de-gordura-podem-inibir-a-formacao-ossea/","Pesquisa, Biomateriais para Implante em Tecido Ósseo, Células-tronco, Engenharia de tecidos, Faculdade de Odontologia de Ribeirão Preto, FORP, Gordura, terapia celular"
"2016-04-27","Protocolo de controle do Aedes aegypti é a resposta contra zika, defende pesquisadora: Encontro USP Talks trouxe pesquisas em desenvolvimento sobre a doença e formas de combater o transmissor do vírus","USP Online","http://www5.usp.br/108258/protocolo-de-controle-do-aedes-aegypti-e-a-resposta-contra-zika-defende-pesquisadora/","Saúde, USP Online Destaque, Aedes aegypti, ICB, Instituto de Ciências Biomédicas, Margareth Capurro, Microcefalia, Paolo Zanotto, Rede Zika, USP Talks, Zika, Zika Vírus"
"2016-04-27","Liberdade de expressão: o debate que não se esgota: O Observatório de Comunicação, Liberdade de Expressão e Censura, da ECA, atualiza o debate sobre a censura no Brasil de hoje.","USP Online","http://www5.usp.br/108205/liberdade-de-expressao-o-debate-que-nao-se-esgota/","Notícias, Sociedade, USP Online Destaque, Censura, direito à comunicação, ECA, Jornalismo, Liberdade de expressão, Obcom, Vitor Blotta"
"2016-04-27","Novo material amplia controle de máquina em radioterapia: Material registra com precisão a quantidade de radiação emitida por máquinas de radioterapia.","USP Online","http://www5.usp.br/108211/novo-material-amplia-controle-de-maquina-em-radioterapia/","Ciências, cério, Controle, Depto de Física, FFCLRP, Lítio, óxido de magnésio, Radiação, Radioterapia, Samário, Scientific Reports"
"2016-04-27","Corte de frios pode levar a contaminação por bactéria: Bactéria Listeria monocytogenes é transferida para fatias de frios quando cortadas por um aparelho contaminado.","USP Online","http://www5.usp.br/108208/corte-de-frios-pode-levar-a-contaminacao-por-bacteria/","Saúde, Alimentação, contaminação cruzada, FoRC, frios, Listeria monocytogenes"
"2016-04-26","Grandes cidades atraem profissionais mais qualificados: Trabalho desenvolvido na FEA busca entender como grandes centros influenciam os processos migratórios e as desigualdades regionais","USP Online","http://www5.usp.br/108189/grandes-cidades-atraem-profissionais-mais-qualificados/","Sociedade, desigualdades regionais, Economia, FEA, Migração, NEREUS, Núcleo de Economia Regional e Urbana, trabalho qualificado"
"2016-04-26","Pesquisa acha variedade surpreendente de bactérias em objetos no Hospital das Clínicas: Equipe do Instituto de Medicina Tropical de São Paulo da USP identificou mais de 2 mil gêneros de bactérias em superfícies de contato do HC.","USP Online","http://www5.usp.br/107973/estudo-sobre-bacterias-alerta-para-melhor-controle-da-higiene-hospitalar-2/","Saúde, Bactérias, HC, Higiene, Hospital, IMT, Instituto de Medicina Tropical de São Paulo, Microbiologia, Sabri Sanabani"
"2016-04-26","Estudo identifica carrapatos em animais silvestres de zoológico: Os carrapatos foram encontrados em animais silvestres do zoológico de Sorocaba e de outros 20 municípios do interior de São Paulo.","USP Online","http://www5.usp.br/107925/estudo-identifica-carrapatos-identificados-em-animais-silvestres/","Meio ambiente, Agentes Infecciosos, Animais silvestres, Carrapatos, Fauna, FMVZ, Zoológico"
"2016-04-26","Saúde Pública e HC buscam crianças e adolescentes com epilepsia para pesquisa: Os voluntários devem ser pacientes que sofrem  com epilepsia refratária, com indicação de dieta cetogênica.","USP Online","http://www5.usp.br/107932/saude-publica-e-hc-buscam-criancas-e-adolescentes-com-epilepsia-para-pesquisa/","Pesquisa, Adolescentes, Crianças, Dieta Cetogênica, Epilepsia, FM, FSP, HC, Instituto da Criança"
"2016-04-26","Estudo avalia fatores que influenciam a instalação de aplicativos no celular: Funcionalidades e  reputação das empresas desenvolvedoras da tecnologia são alguns dos critérios que influenciam na hora da permissão de acesso aos dados pessoais para instalação de aplicativos nos celulares.","USP Online","http://www5.usp.br/107922/estudo-avalia-fatores-que-influenciam-a-instalacao-de-aplicativos-no-celular/","Tecnologia, Aplicativos, FEA, Funcionalidade, Internet, Privacidade, Reputação, Smartphones"
